"index","Date","Open","High","Low","Close","Adj Close","Volume"
"715","2012-11-02","21.2818","21.3196","20.5268","20.6","17.7375","599373600"
"716","2012-11-05","20.84","20.9918","20.6286","20.8793","17.978","529135600"
"717","2012-11-06","21.0796","21.0979","20.7175","20.8161","17.9236","374917200"
"718","2012-11-07","20.4943","20.5193","19.8482","19.9286","17.2378","793648800"
"719","2012-11-08","20.0225","20.0796","19.1175","19.2054","16.6122","1056146000"
"720","2012-11-09","19.3007","19.8171","19.0614","19.5379","16.8998","929913600"
"721","2012-11-12","19.7911","19.8036","19.2375","19.3868","16.7692","515802000"
"722","2012-11-13","19.2468","19.66","19.1557","19.3893","16.7713","532949200"
"723","2012-11-14","19.4821","19.5518","19.1493","19.1743","16.5853","477170400"
"724","2012-11-15","19.1975","19.2679","18.665","18.7721","16.2375","789910800"
"725","2012-11-16","18.7571","18.9286","18.0625","18.8457","16.3011","1266893600"
"726","2012-11-19","19.3111","20.2679","19.2814","20.2046","17.4766","823317600"
"727","2012-11-20","20.4254","20.4268","19.8064","20.0325","17.3277","642754000"
"728","2012-11-21","20.1518","20.2632","19.8786","20.0607","17.3521","373002000"
"729","2012-11-23","20.2561","20.4286","20.0929","20.4107","17.6548","272826400"
"730","2012-11-26","20.5679","21.0714","20.4896","21.0546","18.2118","630579600"
"731","2012-11-27","21.0554","21.0864","20.7179","20.885","18.0651","533330000"
"732","2012-11-28","20.6168","20.9214","20.4379","20.8193","18.0082","520864400"
"733","2012-11-29","21.0793","21.2232","20.9018","21.0486","18.2066","514698800"
"734","2012-11-30","20.9568","21.0143","20.81","20.9029","18.0805","391319600"
"735","2012-12-03","21.2018","21.2354","20.9107","20.9354","18.1086","364280000"
"736","2012-12-04","20.7786","20.7786","20.4332","20.5661","17.7892","557068400"
"737","2012-12-05","20.3182","20.3304","19.2418","19.2425","16.6444","1044638000"
"738","2012-12-06","18.8907","19.7611","18.5225","19.5443","16.9054","1177212400"
"739","2012-12-07","19.7643","19.8286","18.9286","19.0446","16.4732","787040800"
"740","2012-12-10","18.75","19.2325","18.6279","18.9221","16.3673","630484400"
"741","2012-12-11","19.2775","19.6271","19.1918","19.3354","16.7247","592345600"
"742","2012-12-12","19.5632","19.5714","19.1525","19.25","16.6508","487144000"
"743","2012-12-13","18.9696","19.2014","18.7786","18.9175","16.3632","625259600"
"744","2012-12-14","18.3839","18.5046","18.0564","18.2068","15.7485","1009579200"
"745","2012-12-17","18.1761","18.5714","17.9011","18.5296","16.0278","757607200"
"746","2012-12-18","18.75","19.1036","18.5804","19.0679","16.4933","625685200"
"747","2012-12-19","18.9811","19.0607","18.7679","18.7968","16.2588","449369200"
"748","2012-12-20","18.9286","18.9357","18.5314","18.6332","16.1173","481689600"
"749","2012-12-21","18.3025","18.5596","18.2229","18.5475","16.0432","596268400"
"750","2012-12-24","18.5839","18.7232","18.5254","18.5775","16.0691","175753200"
"751","2012-12-26","18.5357","18.5521","18.2543","18.3214","15.8477","302436400"
"752","2012-12-27","18.3407","18.4375","18.0236","18.395","15.9113","455120400"
"753","2012-12-28","18.2246","18.3743","18.1471","18.1996","15.7423","354278400"
"754","2012-12-31","18.2332","19.1214","18.1786","19.0061","16.4398","659492400"
"755","2013-01-02","19.7793","19.8214","19.3439","19.6082","16.9607","560518000"
"756","2013-01-03","19.5671","19.6311","19.3214","19.3607","16.7466","352965200"
"757","2013-01-04","19.1775","19.2368","18.7796","18.8214","16.2801","594333600"
"758","2013-01-07","18.6429","18.9036","18.4","18.7107","16.1844","484156400"
"759","2013-01-08","18.9004","18.9961","18.6161","18.7611","16.2279","458707200"
"760","2013-01-09","18.6607","18.7504","18.4282","18.4679","15.9743","407604400"
"761","2013-01-10","18.8768","18.8829","18.4114","18.6968","16.1723","601146000"
"762","2013-01-11","18.6071","18.7614","18.5364","18.5821","16.0732","350506800"
"763","2013-01-14","17.9529","18.125","17.8039","17.9196","15.5001","734207600"
"764","2013-01-15","17.7964","17.8211","17.2636","17.3543","15.0111","876772400"
"765","2013-01-16","17.6657","18.1943","17.5893","18.0746","15.6342","690804800"
"766","2013-01-17","18.2254","18.2411","17.9296","17.9529","15.5288","453678400"
"767","2013-01-18","17.8043","17.9364","17.7286","17.8571","15.4461","472922800"
"768","2013-01-22","18.02","18.1386","17.7368","18.0275","15.5934","461546400"
"769","2013-01-23","18.1718","18.3925","18.0275","18.3575","15.8789","861509600"
"770","2013-01-24","16.4286","16.6332","16.0804","16.0893","13.9169","1460852400"
"771","2013-01-25","16.1318","16.2939","15.5357","15.71","13.5888","1208026400"
"772","2013-01-28","15.6368","16.1861","15.5664","16.0654","13.8962","785517600"
"773","2013-01-29","16.375","16.4357","16.1471","16.3668","14.1569","571158000"
"774","2013-01-30","16.3214","16.5214","16.2321","16.3154","14.1124","417155200"
"775","2013-01-31","16.3207","16.4029","16.2493","16.2675","14.071","319334400"
"776","2013-02-01","16.3968","16.41","16.0125","16.2007","14.0133","539484400"
"777","2013-02-04","16.2111","16.2836","15.7857","15.7971","13.6642","477117200"
"778","2013-02-05","15.8589","16.4193","15.7936","16.3514","14.1436","573347600"
"779","2013-02-06","16.3025","16.6607","16.1636","16.3339","14.1285","593706400"
"780","2013-02-07","16.5446","16.7857","16.2186","16.7221","14.5486","704580800"
"781","2013-02-08","16.9286","17.1004","16.7232","16.9636","14.7586","633158400"
"782","2013-02-11","17.0179","17.3193","16.9018","17.1404","14.9125","517490400"
"783","2013-02-12","17.1254","17.2279","16.705","16.7107","14.5387","609053200"
"784","2013-02-13","16.6861","16.9157","16.5436","16.6789","14.511","475207600"
"785","2013-02-14","16.59","16.8443","16.5721","16.6639","14.498","355275200"
"786","2013-02-15","16.7446","16.7914","16.4257","16.4343","14.2982","391745200"
"787","2013-02-19","16.4679","16.5261","16.2089","16.4282","14.2929","435783600"
"788","2013-02-20","16.3461","16.3461","16.0286","16.0304","13.9467","476302400"
"789","2013-02-21","15.9286","16.0418","15.815","15.9307","13.86","447182400"
"790","2013-02-22","16.0446","16.1286","15.95","16.1004","14.0076","330654800"
"791","2013-02-25","16.2089","16.2543","15.8061","15.8143","13.7587","372579200"
"792","2013-02-26","15.8507","16.1264","15.6307","16.0346","13.9505","501499600"
"793","2013-02-27","16.0154","16.1586","15.7375","15.8775","13.8137","587350400"
"794","2013-02-28","15.8589","15.9954","15.7643","15.7643","13.7152","322515200"
"795","2013-03-01","15.6429","15.6493","15.3564","15.3739","13.3756","552448400"
"796","2013-03-04","15.2786","15.2929","14.9643","15.0018","13.0519","582755600"
"797","2013-03-05","15.0529","15.5425","15.0268","15.3979","13.3964","638433600"
"798","2013-03-06","15.5182","15.5446","15.1582","15.2021","13.2262","460250000"
"799","2013-03-07","15.1607","15.4289","15.0379","15.3779","13.379","468473600"
"800","2013-03-08","15.35","15.5511","15.3075","15.4186","13.4145","391482000"
"801","2013-03-11","15.3482","15.6789","15.1836","15.6382","13.6056","474236000"
"802","2013-03-12","15.5571","15.6743","15.2704","15.3011","13.3122","465911600"
"803","2013-03-13","15.3018","15.5179","15.1914","15.2982","13.3098","405549200"
"804","2013-03-14","15.4582","15.5229","15.3732","15.4464","13.4387","303875600"
"805","2013-03-15","15.6404","15.8654","15.6161","15.845","13.7855","643960800"
"806","2013-03-18","15.7661","16.3379","15.7571","16.2757","14.1602","606197200"
"807","2013-03-19","16.4107","16.4632","16.0179","16.2318","14.122","526775200"
"808","2013-03-20","16.3364","16.3439","16.0568","16.1457","14.0471","308660800"
"809","2013-03-21","16.0793","16.3564","16.075","16.1689","14.0673","383255600"
"810","2013-03-22","16.235","16.5036","16.1825","16.4968","14.3525","395105200"
"811","2013-03-25","16.5961","16.7839","16.4921","16.5564","14.4044","501135600"
"812","2013-03-26","16.6229","16.6371","16.4475","16.4693","14.3286","294294000"
"813","2013-03-27","16.3021","16.3143","16.0975","16.1457","14.0471","331237200"
"814","2013-03-28","16.065","16.1364","15.7721","15.8093","13.7544","442839600"
"815","2013-04-01","15.7821","15.8464","15.2764","15.3182","13.3272","389732000"
"816","2013-04-02","15.2714","15.6479","15.2286","15.3496","13.3545","529519200"
"817","2013-04-03","15.4061","15.6171","15.3682","15.4282","13.4229","363216000"
"818","2013-04-04","15.4914","15.5357","15.1875","15.2757","13.2902","358447600"
"819","2013-04-05","15.1607","15.1768","14.9886","15.1143","13.1497","383695200"
"820","2013-04-08","15.1732","15.2679","15.0889","15.2218","13.2433","300829200"
"821","2013-04-09","15.2271","15.3036","15.0982","15.2493","13.2672","306614000"
"822","2013-04-10","15.2893","15.6093","15.2146","15.5604","13.5378","375928000"
"823","2013-04-11","15.49","15.6425","15.4","15.5118","13.4956","328364400"
"824","2013-04-12","15.5054","15.5054","15.3246","15.35","13.3548","238613200"
"825","2013-04-15","15.25","15.2818","14.9839","14.9946","13.0456","317520000"
"826","2013-04-16","15.0561","15.2361","15.0204","15.2229","13.2442","305771200"
"827","2013-04-17","15.0096","15.0214","14.2182","14.3857","12.5159","945056000"
"828","2013-04-18","14.4639","14.4925","13.9193","14.0018","12.1818","666299200"
"829","2013-04-19","13.8561","14.2714","13.7536","13.9475","12.1346","609274400"
"830","2013-04-22","14.0229","14.3643","13.9739","14.2382","12.3875","429920400"
"831","2013-04-23","14.4282","14.585","14.2432","14.5046","12.6193","664238400"
"832","2013-04-24","14.055","14.8304","14.0179","14.4807","12.5985","969651200"
"833","2013-04-25","14.6868","14.7836","14.5357","14.585","12.6892","384837600"
"834","2013-04-26","14.6361","14.9561","14.5804","14.9","12.9633","764097600"
"835","2013-04-29","15.0161","15.4864","15","15.3614","13.3648","640326400"
"836","2013-04-30","15.5393","15.9018","15.4311","15.8136","13.7581","691538400"
"837","2013-05-01","15.8736","15.8904","15.5139","15.6889","13.6497","506909200"
"838","2013-05-02","15.7779","16.0211","15.7368","15.9114","13.8433","421828400"
"839","2013-05-03","16.1182","16.1868","16.0411","16.0707","13.9818","361300800"
"840","2013-05-06","16.2754","16.5071","16.2254","16.4539","14.3153","496641600"
"841","2013-05-07","16.6061","16.6339","16.2036","16.3807","14.2515","483753200"
"842","2013-05-08","16.3943","16.6204","16.2789","16.5657","14.4125","472598000"
"843","2013-05-09","16.4218","16.5357","16.2707","16.3132","14.2868","398487600"
"844","2013-05-10","16.3561","16.4182","16.0886","16.1775","14.1679","334852000"
"845","2013-05-13","16.1254","16.3536","16.125","16.2407","14.2233","316948800"
"846","2013-05-14","16.2089","16.2571","15.7911","15.8521","13.883","447118000"
"847","2013-05-15","15.6843","15.75","15.0843","15.3161","13.4135","741613600"
"848","2013-05-16","15.1157","15.6375","14.9607","15.5207","13.5927","603204000"
"849","2013-05-17","15.6804","15.7175","15.3932","15.4736","13.5514","427904400"
"850","2013-05-20","15.4254","15.9214","15.3607","15.8189","13.8539","451578400"
"851","2013-05-21","15.6482","15.91","15.5071","15.7021","13.7516","456022000"
"852","2013-05-22","15.8589","16.0125","15.6507","15.7625","13.8045","443038400"
"853","2013-05-23","15.5696","15.9343","15.5639","15.7907","13.8292","353021200"
"854","2013-05-24","15.7446","15.9164","15.7271","15.8982","13.9233","276166800"
"855","2013-05-28","16.0679","16.1111","15.7446","15.7657","13.8073","386145200"
"856","2013-05-29","15.7143","15.9821","15.6929","15.8911","13.9171","330576400"
"857","2013-05-30","15.9161","16.2321","15.8754","16.1279","14.1244","353519600"
"858","2013-05-31","16.1607","16.325","16.0536","16.0618","14.0666","384302800"
"859","2013-06-03","16.0975","16.1557","15.8029","16.0971","14.0975","372352400"
"860","2013-06-04","16.1864","16.2296","15.9782","16.0468","14.0534","292728800"
"861","2013-06-05","15.9161","16.0971","15.8468","15.8968","13.9221","290589600"
"862","2013-06-06","15.9096","15.9643","15.5018","15.6593","13.7141","416934000"
"863","2013-06-07","15.5893","15.83","15.4561","15.7789","13.8189","404535600"
"864","2013-06-10","15.8832","16.0386","15.6","15.6746","13.7275","450153200"
"865","2013-06-11","15.5621","15.8129","15.4757","15.6286","13.6872","286112400"
"866","2013-06-12","15.6964","15.7589","15.4107","15.4354","13.518","265227200"
"867","2013-06-13","15.4464","15.6121","15.3125","15.57","13.6359","285832400"
"868","2013-06-14","15.55","15.5818","15.3036","15.3589","13.451","271866000"
"869","2013-06-17","15.4086","15.5607","15.37","15.4286","13.512","259414400"
"870","2013-06-18","15.4129","15.5321","15.3646","15.4204","13.5048","195025600"
"871","2013-06-19","15.4071","15.4164","15.1071","15.1071","13.2305","310940000"
"872","2013-06-20","14.975","15.2136","14.8275","14.8871","13.0378","357310800"
"873","2013-06-21","14.9461","15","14.575","14.7679","12.9334","481118400"
"874","2013-06-24","14.55","14.595","14.2161","14.3764","12.5906","480746000"
"875","2013-06-25","14.4893","14.5639","14.2439","14.3796","12.5934","314162800"
"876","2013-06-26","14.425","14.4568","14.1307","14.2168","12.4508","367724000"
"877","2013-06-27","14.2589","14.3354","14.055","14.0636","12.3166","337246000"
"878","2013-06-28","13.9771","14.2954","13.8882","14.1618","12.4026","578516400"
"879","2013-07-01","14.3818","14.7239","14.3293","14.615","12.7995","391053600"
"880","2013-07-02","14.6414","15.0582","14.6239","14.9461","13.0895","469865200"
"881","2013-07-03","15.0307","15.1064","14.9089","15.0286","13.1617","240928800"
"882","2013-07-05","15.0139","15.1175","14.8339","14.9079","13.056","274024800"
"883","2013-07-08","15.0039","15.0357","14.6661","14.8232","12.9819","298138400"
"884","2013-07-09","14.7714","15.125","14.6564","15.0839","13.2102","352584400"
"885","2013-07-10","14.9857","15.1714","14.9375","15.0261","13.1595","281405600"
"886","2013-07-11","15.1054","15.2946","15.0418","15.2604","13.3647","326292400"
"887","2013-07-12","15.2732","15.3496","15.1218","15.2325","13.3403","279563200"
"888","2013-07-15","15.1789","15.4093","15.1714","15.2657","13.3694","241917200"
"889","2013-07-16","15.2329","15.3825","15.1489","15.3643","13.4557","216538000"
"890","2013-07-17","15.3464","15.4364","15.2936","15.3682","13.4592","198990400"
"891","2013-07-18","15.4779","15.5311","15.3789","15.42","13.5045","218878800"
"892","2013-07-19","15.4679","15.4993","15.1554","15.1768","13.2915","268721600"
"893","2013-07-22","15.3379","15.3482","15.1954","15.2254","13.334","207796400"
"894","2013-07-23","15.2143","15.2486","14.9539","14.9639","13.1051","369395600"
"895","2013-07-24","15.6761","15.8782","15.545","15.7325","13.7782","591936800"
"896","2013-07-25","15.7393","15.7643","15.5646","15.6607","13.7153","229493600"
"897","2013-07-26","15.5464","15.7514","15.5121","15.7496","13.7932","200152400"
"898","2013-07-29","15.7429","16.0711","15.7214","15.9925","14.0059","248057600"
"899","2013-07-30","16.07","16.3268","16.0439","16.19","14.1789","309422400"
"900","2013-07-31","16.2496","16.3336","16.0511","16.1618","14.1541","322957600"
"901","2013-08-01","16.2768","16.3143","16.1879","16.31","14.284","206250800"
"902","2013-08-02","16.3575","16.5304","16.3093","16.5193","14.4672","274783600"
"903","2013-08-05","16.5961","16.8096","16.5054","16.7661","14.6834","318855600"
"904","2013-08-06","16.715","16.8532","16.5061","16.6161","14.552","334857600"
"905","2013-08-07","16.5643","16.6786","16.4918","16.6064","14.5436","298858000"
"906","2013-08-08","16.5664","16.575","16.3554","16.4646","14.5146","255777200"
"907","2013-08-09","16.38","16.445","16.2018","16.2304","14.3081","266865200"
"908","2013-08-12","16.3164","16.7375","16.3082","16.6914","14.7145","364434000"
"909","2013-08-13","16.8193","17.6664","16.7161","17.4846","15.4138","881941200"
"910","2013-08-14","17.7814","18.0089","17.6214","17.8036","15.6949","756372400"
"911","2013-08-15","17.7293","17.9429","17.4671","17.7825","15.6764","490294000"
"912","2013-08-16","17.8625","17.9621","17.8164","17.9404","15.8155","362306000"
"913","2013-08-19","18.0121","18.3479","18","18.1336","15.9859","510518400"
"914","2013-08-20","18.2039","18.2346","17.8864","17.8954","15.7759","358688400"
"915","2013-08-21","17.9854","18.1125","17.9","17.9414","15.8165","335879600"
"916","2013-08-22","18.035","18.0568","17.7929","17.9629","15.8354","244207600"
"917","2013-08-23","17.9739","17.9768","17.8339","17.8936","15.7743","222731600"
"918","2013-08-26","17.8839","18.2214","17.875","17.9632","15.8357","330965600"
"919","2013-08-27","17.7857","17.9468","17.3679","17.4496","15.3829","424188800"
"920","2013-08-28","17.3571","17.7071","17.3571","17.5321","15.4557","307608000"
"921","2013-08-29","17.5589","17.7321","17.5404","17.5607","15.4808","239657600"
"922","2013-08-30","17.5714","17.6054","17.375","17.4007","15.3398","272297200"
"923","2013-09-03","17.6107","17.8786","17.4054","17.4493","15.3826","331928800"
"924","2013-09-04","17.8414","17.9371","17.7243","17.8104","15.7009","345032800"
"925","2013-09-05","17.8661","17.8814","17.63","17.6882","15.5932","236367600"
"926","2013-09-06","17.8014","17.835","17.4982","17.7936","15.6861","359525600"
"927","2013-09-09","18.0357","18.14","17.9814","18.0775","15.9364","340687200"
"928","2013-09-10","18.0786","18.1232","17.4821","17.6657","15.5734","743195600"
"929","2013-09-11","16.6789","16.9175","16.6004","16.7039","14.7255","898696400"
"930","2013-09-12","16.7321","16.9786","16.6432","16.8818","14.8823","404051200"
"931","2013-09-13","16.7621","16.8511","16.5964","16.6036","14.6371","298835600"
"932","2013-09-16","16.4643","16.4861","15.9721","16.0757","14.1717","543706800"
"933","2013-09-17","15.9986","16.4182","15.9821","16.2614","14.3354","399380800"
"934","2013-09-18","16.5421","16.6554","16.4521","16.5957","14.6301","456862000"
"935","2013-09-19","16.8107","16.9939","16.7589","16.8679","14.8701","404541200"
"936","2013-09-20","17.0714","17.0911","16.6429","16.6932","14.7161","699302800"
"937","2013-09-23","17.7179","17.7468","17.2357","17.5229","15.4475","762106800"
"938","2013-09-24","17.6743","17.6954","17.4221","17.4679","15.399","364344400"
"939","2013-09-25","17.4714","17.4871","17.1939","17.1975","15.1606","316957200"
"940","2013-09-26","17.3571","17.4486","17.2821","17.365","15.3083","237221600"
"941","2013-09-27","17.2779","17.3096","17.1686","17.2411","15.1991","228040400"
"942","2013-09-30","17.0446","17.2021","16.9432","17.0268","15.0102","260156400"
"943","2013-10-01","17.0875","17.4693","17.085","17.4271","15.3631","353883600"
"944","2013-10-02","17.3439","17.5643","17.2768","17.4843","15.4135","289184000"
"945","2013-10-03","17.5182","17.5839","17.1693","17.2646","15.2198","322753200"
"946","2013-10-04","17.2807","17.3071","17.0929","17.2511","15.2079","258868400"
"947","2013-10-07","17.3771","17.5946","17.3339","17.4196","15.3565","312292400"
"948","2013-10-08","17.4979","17.5229","17.1621","17.1764","15.1421","290917200"
"949","2013-10-09","17.3086","17.4211","17.0814","17.3782","15.32","301725200"
"950","2013-10-10","17.5471","17.585","17.3943","17.4871","15.416","278602800"
"951","2013-10-11","17.3925","17.6371","17.3271","17.6004","15.5158","267738800"
"952","2013-10-14","17.4939","17.7707","17.4768","17.7157","15.6175","261898000"
"953","2013-10-15","17.7682","17.9286","17.6971","17.81","15.7006","320073600"
"954","2013-10-16","17.8854","17.9475","17.8296","17.8968","15.7771","251101200"
"955","2013-10-17","17.8564","18.0279","17.8457","18.0179","15.8838","253593200"
"956","2013-10-18","18.0711","18.1879","18.0611","18.1746","16.0221","290542000"
"957","2013-10-21","18.2775","18.725","18.2686","18.62","16.4147","398106800"
"958","2013-10-22","18.8004","18.8732","18.1439","18.5668","16.3678","534063600"
"959","2013-10-23","18.5357","18.7739","18.5357","18.7486","16.528","313723200"
"960","2013-10-24","18.75","19.0168","18.6589","18.9968","16.7468","384764800"
"961","2013-10-25","18.9757","19.0439","18.7539","18.7843","16.5595","337792000"
"962","2013-10-28","18.8943","18.9643","18.6861","18.9243","16.6829","550440800"
"963","2013-10-29","19.1525","19.2589","18.3764","18.4529","16.2673","635807200"
"964","2013-10-30","18.5575","18.84","18.465","18.7464","16.5261","354163600"
"965","2013-10-31","18.75","18.8389","18.6168","18.6679","16.4569","275696400"
"966","2013-11-01","18.715","18.7429","18.4229","18.5725","16.3728","274890000"
"967","2013-11-04","18.6107","18.815","18.5289","18.8125","16.5844","244627600"
"968","2013-11-05","18.735","18.8889","18.6786","18.7661","16.5434","265213200"
"969","2013-11-06","18.7196","18.745","18.5071","18.6043","16.4966","223375600"
"970","2013-11-07","18.5564","18.6854","18.2993","18.3032","16.2296","262620400"
"971","2013-11-08","18.3779","18.6118","18.3068","18.5914","16.4852","279316800"
"972","2013-11-11","18.5711","18.6311","18.3718","18.5375","16.4374","227452400"
"973","2013-11-12","18.4882","18.7114","18.4643","18.5718","16.4678","204276800"
"974","2013-11-13","18.5","18.6518","18.4629","18.5939","16.4874","197220800"
"975","2013-11-14","18.6718","18.9029","18.6382","18.8629","16.7259","282419200"
"976","2013-11-15","18.8064","18.8961","18.7318","18.7496","16.6255","317920400"
"977","2013-11-18","18.7496","18.8282","18.5071","18.5225","16.4241","244944000"
"978","2013-11-19","18.5368","18.6921","18.4989","18.5554","16.4532","208938800"
"979","2013-11-20","18.5439","18.5864","18.3689","18.3929","16.3091","193916800"
"980","2013-11-21","18.4857","18.6146","18.3454","18.6121","16.5035","262026800"
"981","2013-11-22","18.5543","18.6486","18.5189","18.5643","16.4611","223725600"
"982","2013-11-25","18.6079","18.7811","18.6071","18.705","16.5859","229311600"
"983","2013-11-26","18.7186","19.1479","18.7143","19.05","16.8918","401382800"
"984","2013-11-27","19.1539","19.5","19.05","19.4986","17.2895","363448400"
"985","2013-11-29","19.6243","19.9404","19.5646","19.8596","17.6097","318127600"
"986","2013-12-02","19.9286","20.1546","19.6721","19.6868","17.4564","472544800"
"987","2013-12-03","19.9393","20.2279","19.9171","20.2257","17.9343","450968000"
"988","2013-12-04","20.1964","20.3282","20.0293","20.1786","17.8925","377809600"
"989","2013-12-05","20.4518","20.5407","20.2289","20.2821","17.9843","447580000"
"990","2013-12-06","20.2068","20.2411","19.9846","20.0007","17.7348","344352400"
"991","2013-12-09","20.0321","20.3421","20.0321","20.2296","17.9378","320493600"
"992","2013-12-10","20.1279","20.2814","20.0429","20.1982","17.9099","278269600"
"993","2013-12-11","20.25","20.3918","19.9889","20.0486","17.7772","359718800"
"994","2013-12-12","20.0764","20.1907","20.0011","20.0193","17.7513","262290000"
"995","2013-12-13","20.1018","20.1029","19.7739","19.8011","17.5578","332822000"
"996","2013-12-16","19.8221","20.0943","19.8218","19.9107","17.655","282592800"
"997","2013-12-17","19.8504","19.98","19.7636","19.8211","17.5755","229902400"
"998","2013-12-18","19.6321","19.6946","19.2429","19.6704","17.4419","565863200"
"999","2013-12-19","19.625","19.6429","19.4189","19.445","17.242","320308800"
"1000","2013-12-20","19.4796","19.7004","19.4579","19.6079","17.3865","436413600"
"1001","2013-12-23","20.2857","20.3829","20.0986","20.3604","18.0537","501306400"
"1002","2013-12-24","20.3532","20.4243","20.2154","20.2739","17.9771","167554800"
"1003","2013-12-26","20.2893","20.3393","20.1207","20.1393","17.8577","204008000"
"1004","2013-12-27","20.1364","20.1575","19.9821","20.0032","17.737","225884400"
"1005","2013-12-30","19.9093","20.0032","19.7257","19.8043","17.5606","253629600"
"1006","2013-12-31","19.7918","20.0457","19.7857","20.0364","17.7665","223084400"
"1007","2014-01-02","19.8457","19.8939","19.715","19.7546","17.5166","234684800"
"1008","2014-01-03","19.745","19.775","19.3011","19.3207","17.1318","392467600"
"1009","2014-01-06","19.1946","19.5286","19.0571","19.4261","17.2253","412610800"
"1010","2014-01-07","19.44","19.4986","19.2114","19.2871","17.1021","317209200"
"1011","2014-01-08","19.2432","19.4843","19.2389","19.4093","17.2104","258529600"
"1012","2014-01-09","19.5286","19.5307","19.1196","19.1614","16.9906","279148800"
"1013","2014-01-10","19.2796","19.3143","18.9682","19.0336","16.8772","304976000"
"1014","2014-01-13","18.9254","19.375","18.9243","19.1332","16.9656","378492800"
"1015","2014-01-14","19.2221","19.5261","19.2021","19.5139","17.3032","332561600"
"1016","2014-01-15","19.7686","20.0071","19.7021","19.9057","17.6506","391638800"
"1017","2014-01-16","19.8179","19.8875","19.7029","19.7946","17.5521","229278000"
"1018","2014-01-17","19.6957","19.7168","19.2821","19.3096","17.122","426739600"
"1019","2014-01-21","19.3211","19.6454","19.3007","19.6096","17.388","328526800"
"1020","2014-01-22","19.6754","19.9032","19.5646","19.6968","17.4653","379985200"
"1021","2014-01-23","19.6407","19.875","19.4575","19.8636","17.6132","403239200"
"1022","2014-01-24","19.7857","19.8436","19.4554","19.5025","17.293","429354800"
"1023","2014-01-27","19.6454","19.8143","19.4911","19.6607","17.4333","554878800"
"1024","2014-01-28","18.17","18.3929","17.9311","18.0893","16.0399","1065523200"
"1025","2014-01-29","17.9982","18.1204","17.8079","17.8839","15.8578","502810000"
"1026","2014-01-30","17.9479","18.0893","17.7393","17.8493","15.8271","678501600"
"1027","2014-01-31","17.685","17.9118","17.6268","17.8786","15.8531","464797200"
"1028","2014-02-03","17.9504","18.1332","17.8321","17.9118","15.8825","401464000"
"1029","2014-02-04","18.0661","18.195","17.9557","18.1711","16.1124","376681200"
"1030","2014-02-05","18.0914","18.4029","18.0804","18.3068","16.2328","328344800"
"1031","2014-02-06","18.2164","18.3393","18.1361","18.3039","16.3274","257765200"
"1032","2014-02-07","18.6207","18.6761","18.4779","18.56","16.5558","370280400"
"1033","2014-02-10","18.5236","18.9996","18.5","18.8925","16.8524","345559200"
"1034","2014-02-11","18.9504","19.2054","18.9107","19.1414","17.0745","282256800"
"1035","2014-02-12","19.1768","19.27","19.0443","19.14","17.0732","308100800"
"1036","2014-02-13","19.095","19.4589","19.0786","19.4439","17.3443","307398000"
"1037","2014-02-14","19.3739","19.4993","19.3289","19.4282","17.3303","272924400"
"1038","2014-02-18","19.5","19.6854","19.4861","19.4996","17.394","260251600"
"1039","2014-02-19","19.4554","19.5318","19.0839","19.1918","17.1194","313768000"
"1040","2014-02-20","19.0354","19.1786","18.8929","18.9696","16.9212","305858000"
"1041","2014-02-21","19.0282","19.0918","18.7357","18.7589","16.7333","278784800"
"1042","2014-02-24","18.6839","18.9257","18.6579","18.8411","16.8065","288909600"
"1043","2014-02-25","18.9064","18.9132","18.6071","18.645","16.6316","231952000"
"1044","2014-02-26","18.7004","18.75","18.4143","18.4768","16.4816","276217200"
"1045","2014-02-27","18.4693","18.885","18.4304","18.8454","16.8104","301882000"
"1046","2014-02-28","18.8957","19.0268","18.6471","18.7943","16.7648","371968800"
"1047","2014-03-03","18.6936","18.9518","18.6718","18.8486","16.8132","238781200"
"1048","2014-03-04","18.9643","19.0229","18.8489","18.9729","16.9241","259140000"
"1049","2014-03-05","18.9614","19.0982","18.8975","19.0129","16.9598","200062800"
"1050","2014-03-06","19.0282","19.0871","18.8607","18.9554","16.9085","185488800"
"1051","2014-03-07","18.9675","18.9993","18.7875","18.9443","16.8986","220729600"
"1052","2014-03-10","18.87","19.0475","18.8693","18.9614","16.9139","178584000"
"1053","2014-03-11","19.1232","19.2407","19.0211","19.1461","17.0786","279224400"
"1054","2014-03-12","19.0896","19.1911","19","19.1646","17.0952","199326400"
"1055","2014-03-13","19.1943","19.2736","18.8986","18.9518","16.9053","257742800"
"1056","2014-03-14","18.8854","18.9604","18.6786","18.7389","16.7154","237199200"
"1057","2014-03-17","18.8464","18.9275","18.7804","18.8121","16.7807","199544800"
"1058","2014-03-18","18.7821","18.9989","18.7571","18.9786","16.9292","209647200"
"1059","2014-03-19","19.0093","19.1514","18.8929","18.9736","16.9247","224756000"
"1060","2014-03-20","18.9246","19.0239","18.8339","18.8821","16.8432","208398400"
"1061","2014-03-21","18.9975","19.0625","18.7975","19.0311","16.976","374046400"
"1062","2014-03-24","19.2293","19.3036","19.1093","19.2568","17.1774","355700800"
"1063","2014-03-25","19.3393","19.4911","19.2711","19.4639","17.3621","282293200"
"1064","2014-03-26","19.5186","19.6071","19.245","19.2779","17.1962","299768000"
"1065","2014-03-27","19.2864","19.3393","19.1114","19.195","17.1222","222031600"
